"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"12/31/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",289,132,634,202,113,360,297,140,631,290,135,623,304,131,705,291,131,643
"01/01/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",373,165,843,269,145,497,434,182,1034,420,191,923,336,145,778,252,105,600
"01/02/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",469,199,1105,358,164,781,792,336,1868,491,227,1060,312,131,740,312,149,653
"01/03/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",539,224,1297,344,177,668,959,400,2296,619,307,1250,273,127,587,262,122,560
"01/04/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",477,206,1104,325,166,636,761,333,1739,554,270,1134,308,134,708,313,143,684
"01/05/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",386,165,901,305,145,639,411,171,988,524,233,1178,290,130,643,219,115,417
"01/06/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",253,124,516,229,112,467,239,130,441,312,147,659,241,118,493,193,103,361
"01/07/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",583,242,1406,477,219,1039,957,362,2529,632,311,1285,454,170,1207,248,126,491
"01/08/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",594,240,1472,523,241,1136,1014,424,2422,616,299,1267,406,140,1170,231,109,488
"01/09/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",644,264,1569,595,279,1266,929,342,2524,687,334,1414,471,164,1349,294,151,572
"01/10/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",589,247,1403,450,212,955,921,402,2112,677,317,1446,351,153,804,254,128,505
"01/11/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",561,241,1303,545,251,1186,846,402,1781,607,312,1181,384,153,962,309,141,677
"01/12/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",375,161,873,291,146,582,368,147,920,510,242,1073,327,141,756,219,106,453
"01/13/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",261,124,549,215,115,403,226,121,422,312,137,712,247,122,499,253,120,533
"01/14/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",588,249,1386,524,249,1103,981,376,2556,609,295,1256,421,177,1003,247,121,506
"01/15/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",616,263,1444,691,372,1282,786,322,1920,681,325,1425,350,149,819,281,127,618
"01/16/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",574,269,1226,648,368,1140,686,309,1520,637,332,1221,347,159,753,303,152,604
"01/17/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",570,246,1320,655,324,1325,675,284,1604,664,331,1333,297,140,631,257,125,531
"01/18/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",525,219,1256,570,280,1161,633,253,1579,632,308,1298,310,132,729,277,127,605
"01/19/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",336,152,741,299,145,616,314,150,658,452,216,944,293,141,606,207,101,423
"01/20/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",264,127,549,228,109,477,246,120,502,298,143,621,272,129,573,237,119,471
"01/21/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",585,251,1360,673,264,1713,830,347,1982,643,354,1167,339,152,756,240,122,471
"01/22/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",608,262,1409,769,407,1452,871,352,2152,627,303,1297,334,150,743,234,130,419
"01/23/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",558,247,1259,669,338,1322,627,295,1333,624,299,1301,325,147,716,328,150,714
"01/24/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",553,246,1246,512,264,990,850,336,2150,612,325,1152,384,160,922,234,127,430
"01/25/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",582,258,1315,557,258,1204,846,415,1724,661,326,1342,407,184,898,296,143,610
"01/26/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",400,173,923,325,158,671,346,162,740,605,272,1343,276,134,570,237,118,476
"01/27/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",247,120,510,224,109,460,270,121,600,289,140,599,232,112,478,207,109,392
"01/28/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",687,283,1666,678,348,1319,1185,496,2828,701,312,1576,473,192,1164,325,152,692
"01/29/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",304,140,662,339,166,692,278,134,578,337,142,796,251,123,512,279,132,590
"01/30/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",658,278,1553,609,301,1233,1044,441,2471,746,362,1537,318,148,683,317,152,662
"01/31/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",635,264,1528,591,301,1158,820,390,1721,780,375,1622,385,155,954,275,130,584
"02/01/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",641,277,1481,650,345,1222,941,444,1997,696,353,1370,516,200,1331,279,134,579
"02/02/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",415,177,976,339,169,680,417,159,1091,606,284,1294,290,145,579,246,116,521
"02/03/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",269,131,553,240,117,491,284,139,582,307,150,630,268,134,539,217,110,429
"02/04/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",624,258,1512,524,258,1063,1064,416,2720,683,310,1504,350,152,805,291,151,560
"02/05/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",601,263,1375,545,280,1060,979,393,2442,635,310,1300,383,162,904,260,141,482
"02/06/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",623,266,1460,600,274,1310,1083,541,2170,660,312,1395,360,161,804,291,141,600
"02/07/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",631,266,1493,590,299,1166,912,345,2412,718,359,1434,414,171,996,249,122,510
"02/08/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",582,248,1362,612,319,1173,909,434,1905,623,270,1434,397,179,881,285,137,592
"02/09/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",373,169,823,318,161,625,421,195,910,521,243,1114,268,140,513,222,110,447
"02/10/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",281,131,602,311,134,719,261,131,519,318,151,671,265,121,577,247,117,520
"02/11/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",631,239,1665,675,307,1486,1108,448,2737,629,256,1544,353,141,883,275,131,578
"02/12/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",631,267,1489,604,324,1126,808,355,1838,760,373,1548,376,154,915,241,108,535
"02/13/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",746,302,1844,755,381,1495,1189,515,2745,777,342,1767,538,216,1339,332,150,736
"02/14/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",538,222,1300,499,207,1204,825,375,1814,619,292,1310,345,142,837,263,131,525
"02/15/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",562,237,1331,553,279,1095,809,300,2180,664,316,1392,377,165,863,312,147,665
"02/16/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",398,175,904,333,173,639,342,172,683,589,272,1272,303,145,633,241,112,516
"02/17/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",270,128,569,243,118,500,252,130,491,315,142,698,269,127,569,222,112,439
"02/18/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",602,250,1448,623,246,1579,931,397,2186,656,323,1330,310,147,652,284,137,585
"02/19/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",598,259,1380,544,256,1154,944,458,1941,636,313,1293,396,164,955,261,121,560
"02/20/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",585,254,1349,634,305,1317,718,327,1575,687,346,1362,333,142,778,295,148,587
"02/21/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",575,248,1333,695,375,1286,731,300,1779,679,333,1380,305,144,646,241,127,457
"02/22/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",554,247,1239,587,313,1097,625,287,1360,711,356,1420,345,165,724,263,131,529
"02/23/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",481,199,1159,475,208,1086,398,180,877,720,363,1426,308,149,638,296,124,705
"02/24/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",285,132,616,250,113,551,270,138,531,329,144,749,298,142,625,234,115,477
"02/25/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",596,242,1465,579,243,1379,877,310,2479,644,309,1343,419,173,1012,258,119,559
"02/26/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",647,279,1501,739,378,1443,780,339,1793,726,359,1468,400,163,978,360,164,787
"02/27/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",669,278,1613,699,343,1422,761,306,1891,778,361,1675,448,177,1134,325,156,680
"02/28/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",694,276,1747,512,223,1174,983,405,2382,874,420,1820,430,178,1039,304,133,692
"03/01/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",742,282,1951,516,246,1085,1597,751,3393,792,322,1942,675,250,1821,312,131,739
"03/02/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",526,208,1331,337,166,683,857,365,2012,749,338,1658,341,154,755,261,121,561
"03/03/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",363,161,818,298,135,656,433,207,906,445,187,1059,288,136,610,288,137,608
"03/04/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",647,270,1544,529,262,1069,1229,467,3233,662,297,1474,568,231,1394,309,141,673
"03/05/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",719,294,1760,673,338,1340,1087,409,2888,709,327,1538,695,241,2001,280,138,568
"03/06/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",626,269,1456,604,296,1231,988,444,2197,691,331,1440,332,152,721,342,162,722
"03/07/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",568,231,1398,649,331,1273,766,305,1922,647,300,1392,311,129,751,299,134,664
"03/08/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",625,257,1518,547,270,1109,1289,601,2764,711,315,1605,401,178,905,327,155,689
"03/09/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",370,159,858,288,133,624,357,155,823,529,245,1142,277,132,579,259,116,578
"03/10/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",306,138,679,233,113,482,284,133,606,365,168,793,301,140,649,272,122,607
"03/11/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",657,282,1529,712,332,1525,1203,509,2845,646,319,1308,375,173,809,316,148,675
"03/12/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",685,285,1647,520,253,1071,1063,422,2680,750,353,1592,544,214,1383,270,132,552
"03/13/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",592,256,1369,591,298,1172,912,429,1935,636,298,1354,368,157,859,325,157,672
"03/14/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",599,252,1419,858,412,1789,761,295,1962,686,332,1415,304,147,628,309,152,630
"03/15/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",627,263,1491,650,341,1241,839,369,1905,738,331,1646,412,183,928,262,127,538
"03/16/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",456,186,1114,370,165,826,433,201,935,676,275,1664,299,142,625,238,120,470
