"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"03/17/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",307,138,684,254,114,565,358,157,816,331,142,769,316,154,644,241,115,504
"03/18/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",627,260,1513,702,357,1377,810,284,2304,702,332,1482,357,155,823,294,136,636
"03/19/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",577,247,1351,538,246,1175,788,331,1873,645,302,1375,369,161,844,280,139,562
"03/20/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",600,264,1363,673,326,1390,823,353,1915,630,311,1278,428,182,1007,290,141,596
"03/21/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",577,246,1354,485,241,976,1104,478,2547,627,303,1297,340,161,716,256,124,527
"03/22/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",556,250,1235,464,234,922,865,379,1970,601,305,1187,450,201,1009,292,142,598
"03/23/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",410,180,931,372,175,788,373,162,858,585,311,1097,266,128,550,271,127,578
"03/24/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",280,131,600,233,117,463,263,128,540,330,157,692,283,125,639,232,112,480
"03/25/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",598,257,1389,615,311,1216,829,365,1881,664,322,1366,377,153,930,266,134,528
"03/26/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",661,282,1546,643,329,1256,934,440,1981,731,346,1543,435,173,1093,259,132,510
"03/27/2018","258","Westlands, Nairobi","192","Central Business District, Nairobi",679,291,1581,581,291,1161,800,351,1822,826,410,1665,465,192,1127,288,132,624
